prediction,probab_0,probab_1,text
0,0.5408471822738647,-1.5309011936187744,a disturbing and frighteningly evocative assembly of imagery and hypnotic music composed by philip glass .
0,0.7395100593566895,-1.345231056213379,"not for everyone , but for those with whom it will connect , it's a nice departure from standard moviegoing fare ."
0,0.8764297366142273,-1.7533681392669678,scores a few points for doing what it does with a dedicated and good-hearted professionalism .
1,-0.5302647948265076,0.10051047801971436,"occasionally melodramatic , it's also extremely effective ."
0,0.1052006185054779,-0.6584016680717468,spiderman rocks
0,1.2010786533355713,-1.8681501150131226,an idealistic love story that brings out the latent 15-year-old romantic in everyone .
0,0.9480351805686951,-1.4766297340393066,"at about 95 minutes , treasure planet maintains a brisk pace as it races through the familiar story . however , it lacks grandeur and that epic quality often associated with stevenson's tale as well as with earlier disney efforts ."
0,0.34187400341033936,-0.47360959649086,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .
1,-1.0501739978790283,0.33031174540519714,"guaranteed to move anyone who ever shook , rattled , or rolled ."
0,1.2863564491271973,-1.9433680772781372,"a masterful film from a master filmmaker , unique in its deceptive grimness , compelling in its fatalist worldview ."
0,1.0727487802505493,-1.5971498489379883,"light , cute and forgettable ."
1,-0.904504120349884,0.27370819449424744,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid ."
0,0.7891280055046082,-1.112586259841919,"while it would be easy to give crush the new title of two weddings and a funeral , it's a far more thoughtful film than any slice of hugh grant whimsy ."
1,-1.028571605682373,0.29482847452163696,"though everything might be literate and smart , it never took off and always seemed static ."
0,1.187266230583191,-1.7066525220870972,"cantet perfectly captures the hotel lobbies , two-lane highways , and roadside cafes that permeate vincent's days"
1,-1.1749526262283325,1.2315844297409058,"ms . fulford-wierzbicki is almost spooky in her sulky , calculating lolita turn ."
0,1.6647114753723145,-2.0777080059051514,"though it is by no means his best work , laissez-passer is a distinguished and distinctive effort by a bona-fide master , a fascinating film replete with rewards to be had by all willing to make the effort to reap them ."
1,-1.2487821578979492,0.804158091545105,"like most bond outings in recent years , some of the stunts are so outlandish that they border on being cartoonlike . a heavy reliance on cgi technology is beginning to creep into the series ."
0,1.2109096050262451,-1.8064395189285278,"newton draws our attention like a magnet , and acts circles around her better known co-star , mark wahlberg ."
0,0.8145964741706848,-1.2645339965820312,"the story loses its bite in a last-minute happy ending that's even less plausible than the rest of the picture . much of the way , though , this is a refreshingly novel ride ."
1,-0.517283022403717,-0.08802297711372375,fuller would surely have called this gutsy and at times exhilarating movie a great yarn .
1,-0.943767786026001,0.24265222251415253,"compleja e intelectualmente retadora , el ladrón de orquídeas es uno de esos filmes que vale la pena ver precisamente por su originalidad . '"
0,1.0091638565063477,-1.6868162155151367,the film makes a strong case for the importance of the musicians in creating the motown sound .
0,0.2450506091117859,-0.7797828912734985,"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat ."
0,1.6856226921081543,-2.020495891571045,gosling provides an amazing performance that dwarfs everything else in the film .
0,1.240206003189087,-1.9222002029418945,"a real movie , about real people , that gives us a rare glimpse into a culture most of us don't know ."
0,1.3201738595962524,-1.8594796657562256,tender yet lacerating and darkly funny fable .
0,0.3009923994541168,-0.8797951936721802,may be spoofing an easy target -- those old '50's giant creature features -- but . . . it acknowledges and celebrates their cheesiness as the reason why people get a kick out of watching them today .
